Time ms,TimeFrame,seq,left_pts_total,right_pts_total,left_0_x,left_0_y,right_0_x,right_0_y,min_dist_left,min_dist_right
14689.29293,244,8162,1,1,1012.21,578.873,877.061,490.286,0.00116928,0.0027655
14749.49495,245,8163,1,1,1013.57,579.564,877.816,489.119,0.00109681,0.00296683
14809.69697,246,8164,1,1,1013.57,579.178,877.192,489.763,0.00120579,0.00337901
14869.89899,247,8165,1,1,1012.21,579.427,878.442,488.64,0.00132439,0.00345337
14930.10101,248,8166,1,1,1005.11,573.955,877.861,485.425,0.00201234,0.00431177
14990.30303,249,8167,1,1,1005.26,562.926,877.852,469.271,0.0028381,0.00886523
15050.50505,250,8168,1,1,1009.72,546.794,877.018,455.819,0.00599248,0.0152128
15110.70707,251,8169,1,1,0,0,876.548,458.72,1.02762,0.0176553
15170.90909,252,8170,1,1,1017,531.045,876.716,480.994,0.0118228,0.0125344
15231.11111,253,8171,1,1,1001.39,535.115,815.016,378.244,0.0112756,0.0251535
15291.31313,254,8172,1,1,970.519,560.029,880.098,525.487,0.00706856,0.00342499
15351.51515,255,8173,1,1,997.446,589.036,878.097,527.91,0.0028045,0.00238102
15411.71717,256,8174,1,1,985.474,588.523,873.798,531.15,0.00307544,0.0017982
15471.91919,257,8175,1,1,989.901,590.331,870.404,527.786,0.00258492,0.00185596
15532.12121,258,8176,1,1,996.406,587.921,858.973,527.82,0.00255455,0.00184221
15592.32323,259,8177,1,1,1003.26,587.792,849.56,528.448,0.00241177,0.00139678
15652.52525,260,8178,1,1,1003.33,584.974,841.261,522.464,0.00213103,0.00149928
15712.72727,261,8179,1,1,1002.42,581.22,835.182,519.661,0.00191878,0.00173107
15772.92929,262,8180,1,1,996.656,578.899,829.656,518.312,0.00157715,0.00167497
15833.13131,263,8181,1,1,995.942,575.386,823.39,515.878,0.00151394,0.00177536
15893.33333,264,8182,1,1,1000.56,572.713,818.017,512.377,0.00174814,0.0019442
15953.53535,265,8183,1,1,1003.95,573.937,813.266,514.233,0.0019094,0.00153627
16013.73737,266,8184,1,1,1008.45,576.434,807.673,514.863,0.00124034,0.00142549
16073.93939,267,8185,1,1,1010.99,578.074,805.375,513.101,0.00112179,0.00156185
16134.14141,268,8186,1,1,1018.03,574.241,801.662,514.734,0.00130337,0.00132466
16194.34343,269,8187,1,1,1020.74,572.864,801.841,512.846,0.00160946,0.0013528
16254.54545,270,8188,1,1,1021.04,574.773,801.175,513.424,0.00138049,0.00148143
16314.74747,271,8189,1,1,1022.44,572.347,802.017,511.228,0.00162864,0.00161475
16374.94949,272,8190,1,1,1027.78,568.155,801.035,507.338,0.00239058,0.0020117
16435.15152,273,8191,1,1,1033.05,568.234,792.628,504.938,0.002725,0.00263634
16495.35354,274,8192,1,1,1048.05,555.836,784.982,507.657,0.00259695,0.00267278
16555.55556,275,8193,1,1,1042.65,559.592,780.892,508.292,0.00299621,0.00253548
16615.75758,276,8194,1,1,1043.33,557.754,782.421,505.284,0.00327014,0.00289597
16675.9596,277,8195,1,1,1048.31,552.742,781.883,498.317,0.00379783,0.00451508
16736.16162,278,8196,1,1,1065.62,544.141,795.864,470.945,0.00309971,0.00919572
16796.36364,279,8197,1,1,1067.42,530.72,793.778,489.715,0.00869994,0.00515396
16856.56566,280,8198,1,1,1070.4,527.031,864.287,458.133,0.0101903,0.0158696
16916.76768,281,8199,1,1,1039.37,532.354,913.577,480.761,0.0085835,0.0127707
16976.9697,282,8200,1,1,1020.42,536.907,911.241,501.493,0.00455189,0.00779954
17037.17172,283,8201,1,1,0,0,918.556,495.042,1.02762,0.00849563
17097.37374,284,8202,1,1,0,0,923.568,508.863,1.02762,0.00571371
17157.57576,285,8203,1,1,0,0,919.005,520.962,1.02762,0.00275915
17217.77778,286,8204,1,1,1031.7,569.378,913.237,517.815,0.00172805,0.002496
17277.9798,287,8205,1,1,1039.93,572.125,905.206,518.337,0.00157221,0.00195084
17338.18182,288,8206,1,1,1040.6,574.087,898.313,514.8,0.00148341,0.00176767
17398.38384,289,8207,1,1,1040.48,574.829,888.084,513.379,0.00153562,0.00159276
17458.58586,290,8208,1,1,1041.14,574.556,878.663,506.459,0.00148339,0.00168036
17518.78788,291,8209,1,1,1040.82,575.049,869.52,499.807,0.00139376,0.00169904
17578.9899,292,8210,1,1,1041.88,574.593,859.732,494.984,0.00129478,0.0017583
17639.19192,293,8211,1,1,1042.04,573.867,852.974,493.657,0.00134462,0.00151162
17699.39394,294,8212,1,1,1042.02,573.466,847.554,490.99,0.00143028,0.00164584
17759.59596,295,8213,1,1,1042.86,571.498,832.3,494.8,0.00161204,0.000882846
17819.79798,296,8214,1,1,1043.71,573.401,823.349,480.519,0.00134973,0.00192086
17880,297,8215,1,1,1046.42,572.346,816.002,480.262,0.00131646,0.00147947
17940.20202,298,8216,1,1,1045.55,572.234,807.756,475.446,0.00154477,0.0018201
18000.40404,299,8217,1,1,1049.85,570.995,800.527,473.121,0.00158322,0.00171456
18060.60606,300,8218,1,1,1055.51,568.739,791.174,471.469,0.00167011,0.00172445
18120.80808,301,8219,1,1,1062.57,562.487,783.94,468.255,0.0019474,0.00191058
18181.0101,302,8220,1,1,1075.55,558.586,774.745,462.346,0.00244492,0.00229174
18241.21212,303,8221,1,1,1087.64,554.449,765.304,457.907,0.0025376,0.00245724
18301.41414,304,8222,1,1,1094.63,551.098,756.012,454.492,0.0026836,0.00267763
18361.61616,305,8223,1,1,1095.63,551.21,745.722,448.865,0.00300179,0.00258746
18421.81818,306,8224,1,1,1089.54,549.941,738.505,451.989,0.00272197,0.00227685
18482.0202,307,8225,1,1,1085.16,552.25,729.202,451.233,0.00288739,0.00224831
18542.22222,308,8226,1,1,1081.41,555.56,719.344,450.68,0.0023598,0.00182255
18602.42424,309,8227,1,1,1074.99,555.844,713.527,450.723,0.00245234,0.00173005
18662.62626,310,8228,1,1,1067.95,557.223,709.884,447.987,0.00218568,0.0018816
18722.82828,311,8229,1,1,1066.39,560.532,699.221,447.393,0.00283628,0.00205257
18783.0303,312,8230,1,1,1067.29,561.269,688.694,447.43,0.002648,0.00178889
18843.23232,313,8231,1,1,0,0,677.647,443.523,1.02762,0.00216474
18903.43434,314,8232,1,1,1072.42,568.947,669.318,443.488,0.00266613,0.00179855
18963.63636,315,8233,1,1,1078.16,568.88,663.939,441.263,0.00327417,0.00185017
19023.83838,316,8234,1,1,1068.96,567.045,669.964,443.438,0.00321363,0.00240933
19084.0404,317,8235,1,1,1082.62,594.018,676.729,450.502,1.29E-06,0.00261402
19144.24242,318,8236,1,1,1078.07,562.739,686.984,453.834,0.00132548,0.00277773
19204.44444,319,8237,1,1,1067.72,545.89,693.073,453.166,0.00863492,0.00481087
19264.64646,320,8238,1,1,1111.32,506.286,694.03,443.369,0.402118,0.00702503
19324.84848,321,8239,1,1,1122.31,513.001,692.782,416.053,0.407229,0.0139023
19385.05051,322,8240,1,1,1101.08,402.325,703.055,382.686,0.0402518,0.022793
19445.25253,323,8241,1,1,1053.66,434.036,678.952,394.078,1.02762,0.000878893
19505.45455,324,8242,1,1,1009.12,414.456,678.253,328.506,0.000124126,0.0209524
19565.65657,325,8243,1,1,958.38,391.272,680.05,329.387,0.0218919,0.0164999
19625.85859,326,8244,1,1,916.156,378.374,685.821,332.856,0.0127914,0.0124132
19686.06061,327,8245,1,1,904.691,359.08,715.304,363.543,0.00113139,0.00395051
19746.26263,328,8246,1,1,808.877,364.549,713.995,341.691,0.0107965,0.00946433
19806.46465,329,8247,1,1,805.376,356.419,716.269,337.417,0.0104949,0.0103257
19866.66667,330,8248,1,1,806.534,349.366,716.677,356.71,0.0105674,0.00624664
19926.86869,331,8249,1,1,806.81,355.398,700.697,364.262,0.00596163,0.00424979
19987.07071,332,8250,1,1,810.709,358.287,690.6,365.839,0.00397489,0.00341165
20047.27273,333,8251,1,1,815.808,359.94,680.532,364.211,0.00339008,0.00355058
20107.47475,334,8252,1,1,818.003,361.825,671.841,363.37,0.00289011,0.00370887
20167.67677,335,8253,1,1,814.29,364.452,664.197,363.281,0.00232368,0.00360652
20227.87879,336,8254,1,1,810.253,359.742,655.026,359.866,0.00239747,0.00345131
20288.08081,337,8255,1,1,810.147,355.815,647.701,354.233,0.00259862,0.00293274
20348.28283,338,8256,1,1,805.753,351.955,641.875,348.282,0.00197071,0.00294684
20408.48485,339,8257,1,1,801.597,346.726,640.4,342.325,0.00207238,0.00327023
20468.68687,340,8258,1,1,801.53,345.378,639.762,336.955,0.00235181,0.00371976
20528.88889,341,8259,1,1,802.921,346.455,638.774,335.127,0.00238846,0.00346398
20589.09091,342,8260,1,1,802.014,347.415,641.275,335.378,0.00272464,0.00412669
20649.29293,343,8261,1,1,820.79,324.218,642.944,325.731,0.00805951,0.00845614
20709.49495,344,8262,1,1,794.965,331.171,630.591,306.747,0.0119452,0.0183872
20769.69697,345,8263,1,1,761.015,299.577,610.143,297.965,0.0280026,0.0230948
20829.89899,346,8264,1,1,762.729,294.331,585.912,309.443,0.0435145,0.0115797
20890.10101,347,8265,1,1,702.046,299.567,494.413,329.979,0.0509998,0.0107951
20950.30303,348,8266,1,1,673.378,296.184,479.066,340.015,1.02762,0.0125399
21010.50505,349,8267,1,1,616.914,311.793,448.697,347.966,0.0673538,0.00965467
21070.70707,350,8268,1,1,517.26,412.654,447.957,342.138,2.56E-05,0.00957224
21130.90909,351,8269,1,1,496.82,449.92,440.998,350.438,0.00039859,0.00776155
21191.11111,352,8270,1,1,410.328,429.18,438.416,358.3,0.0185518,0.00532201
21251.31313,353,8271,1,1,370.162,461.45,435.596,362.135,0.0171691,0.0039094
21311.51515,354,8272,1,1,355.159,476.704,438.307,358.292,0.0169366,0.00426455
21371.71717,355,8273,1,1,322.811,518.763,430.03,368.777,0.0092342,0.00251903
21431.91919,356,8274,1,1,316.705,523.256,424.365,367.584,0.00713769,0.00128639
21492.12121,357,8275,1,1,320.909,535.933,426.136,366.631,0.00415624,0.00190053
21552.32323,358,8276,1,1,322.425,523.535,426.928,371.819,0.00145413,0.00201534
21612.52525,359,8277,1,1,0,0,431.079,366.042,1.02762,0.00276424
21672.72727,360,8278,1,1,349.524,540.122,431.341,365.774,0.00294343,0.0025314
21732.92929,361,8279,1,1,371.186,506.742,432.815,362.041,0.00176929,0.00378388
21793.13131,362,8280,1,1,428.064,544.903,432.273,365.226,0.00578733,0.00282894
21853.33333,363,8281,1,1,426.256,560.16,434.699,362.248,0.00338018,0.0034848
21913.53535,364,8282,1,1,435.58,539.965,431.784,365.326,0.00290799,0.00261349
21973.73737,365,8283,1,1,501.149,540.772,434.395,363.045,0.0045004,0.0029988
22033.93939,366,8284,1,1,498.131,549.997,437.531,357.635,0.00390371,0.00389894
22094.14141,367,8285,1,1,506.673,536.047,435.515,359.018,0.00465985,0.0030621
22154.34343,368,8286,1,1,514.199,534.931,435.768,357.934,0.00422083,0.00263585
22214.54545,369,8287,1,1,519.484,533.73,437.909,360.294,0.0039638,0.00319724
22274.74747,370,8288,1,1,524.251,532.097,439.732,359.033,0.00392822,0.00420211
22334.94949,371,8289,1,1,0,0,444.322,357.586,1.02762,0.00458349
22395.15152,372,8290,1,1,531.149,531.114,440.545,357.783,0.00398888,0.00308335
22455.35354,373,8291,1,1,532.204,533.407,442.96,358.293,0.00339894,0.0036936
22515.55556,374,8292,1,1,533.055,532.945,441.741,359.926,0.00355737,0.00218403
22575.75758,375,8293,1,1,535.309,532.405,439.752,359.935,0.00359052,0.00321057
22635.9596,376,8294,1,1,536.931,525.138,439.666,357.302,0.00498541,0.00292639
22696.16162,377,8295,1,1,539.478,512.669,439.938,353.094,0.00971539,0.00402093
22756.36364,378,8296,1,1,531.999,493.22,435.986,347.331,0.0157706,0.0061387
22816.56566,379,8297,1,1,530.979,476.221,439.022,337.482,0.0134052,0.0102915
22876.76768,380,8298,1,1,503.348,424.454,438.318,330.228,1.06E-05,0.0116933
22936.9697,381,8299,1,1,472.547,473.311,439.357,325.638,0.0011887,0.0158277
22997.17172,382,8300,1,1,421.504,419.25,436.828,328.195,0.00962977,0.0150398
23057.37374,383,8301,1,1,419.517,431.417,430.158,341.862,0.00612692,0.0152128
23117.57576,384,8302,1,1,411.818,444.173,424.923,358.845,0.00295574,0.00784609
23177.77778,385,8303,1,1,403.641,459.182,422.194,380.974,0.00111634,0.00550281
23237.9798,386,8304,1,1,406.801,464.482,420.001,391.675,0.00155874,0.00419548
23298.18182,387,8305,1,1,403.611,481.288,415.793,388.32,0.00119507,0.003648
23358.38384,388,8306,1,1,405.43,550.41,414.002,384.654,0.00336286,0.00386342
23418.58586,389,8307,1,1,427.486,481.616,413.307,386.449,0.00225016,0.0031493
23478.78788,390,8308,1,1,431.717,487.77,412.772,382.724,0.00200265,0.00235405
23538.9899,391,8309,1,1,436.908,489.623,414.7,379.753,0.00153436,0.00272055
23599.19192,392,8310,1,1,443.218,492.268,414.627,375.593,0.00157693,0.00295602
23659.39394,393,8311,1,1,446.75,495.324,414.274,372.958,0.00151107,0.00282413
23719.59596,394,8312,1,1,450.785,498.172,414.25,369.606,0.00173228,0.00293263
23779.79798,395,8313,1,1,452.6,501.816,413.51,367.781,0.00174329,0.00335067
23840,396,8314,1,1,456.574,505.196,414.424,366.872,0.00149196,0.00378279
23900.20202,397,8315,1,1,454.098,505.497,415.674,363.183,0.00155863,0.0034751
23960.40404,398,8316,1,1,456.147,506.818,415.398,360.337,0.00153799,0.00426229
24020.60606,399,8317,1,1,456.828,506.764,414.87,358.412,0.00153799,0.00387028
24080.80808,400,8318,1,1,457.47,507.28,415.289,355.377,0.00178717,0.00315309
24141.0101,401,8319,1,1,468.698,513.407,410.698,353.892,0.0016153,0.00375059
24201.21212,402,8320,1,1,469.509,512.609,409.272,352.298,0.00175456,0.00297814
24261.41414,403,8321,1,1,455.518,532.75,412.048,348.925,0.000579772,0.00450371
24321.61616,404,8322,1,1,475.869,568.337,410.698,348.201,0.00284133,0.00351051
24381.81818,405,8323,1,1,547.698,503.046,412.038,345.136,0.0022045,0.0052964
24442.0202,406,8324,1,1,493.414,537.473,409.872,345.529,0.000355174,0.004987
24502.22222,407,8325,1,1,519.865,531.826,407.64,343.588,0.00133552,0.00360866
24562.42424,408,8326,1,1,543.458,538.068,406.526,347.269,0.000716641,0.00532862
24622.62626,409,8327,1,1,548.747,531.19,404.413,348.459,0.00079356,0.00531035
24682.82828,410,8328,1,1,570.704,524.67,398.124,349.688,0.00150821,0.00509361
24743.0303,411,8329,1,1,0,0,396.56,349.264,1.02762,0.00489114
24803.23232,412,8330,1,1,0,0,395.358,347.651,1.02762,0.00375243
24863.43434,413,8331,1,1,0,0,395.667,350.484,1.02762,0.00592459
24923.63636,414,8332,1,1,0,0,411.165,349.83,1.02762,0.00497225
24983.83838,415,8333,1,1,0,0,398.521,357.972,1.02762,0.00494769
25044.0404,416,8334,1,1,635.792,460.132,396.449,361.767,0.0105183,0.004565
25104.24242,417,8335,1,1,578.531,529.538,396.792,364.01,0.00111342,0.00328383
25164.44444,418,8336,1,1,556.157,445.485,399.656,365.183,0.0191023,0.00518415
25224.64646,419,8337,1,1,568.524,453.564,399.211,364.3,0.000683521,0.00848194
25284.84848,420,8338,1,1,549.776,437.068,408.546,345.421,0.000336514,0.0169217
25345.05051,421,8339,1,1,491.38,421.077,412.272,342.295,0.00972207,0.0209555
25405.25253,422,8340,1,1,489.186,436.798,432.101,353.07,2.10E-05,0.0179969
25465.45455,423,8341,1,1,494.733,466.983,462.687,397.225,0.00169974,0.00818786
25525.65657,424,8342,1,1,495.858,470.215,446.313,410.544,0.00173539,0.00371612
25585.85859,425,8343,1,1,539.346,476.073,441.672,422.579,0.00308594,0.00163642
25646.06061,426,8344,1,1,517.617,516.889,434.096,418.134,0.00117675,0.00157492
25706.26263,427,8345,1,1,553.773,519.082,425.007,415.436,0.00142073,0.00169834
25766.46465,428,8346,1,1,556.54,525.437,408.181,413.325,0.00134088,0.00187628
25826.66667,429,8347,1,1,538.868,471.077,397.728,407.086,7.45E-06,0.001571
25886.86869,430,8348,1,1,581.759,562.922,398.452,396.233,0.0022378,0.0025736
25947.07071,431,8349,1,1,541.978,521.544,395.455,391.603,0.000863523,0.00306707
26007.27273,432,8350,1,1,542.276,524.121,397.419,391.116,0.0013594,0.00337181
26067.47475,433,8351,1,1,548.401,525.677,400.136,393.286,0.00192203,0.00366933
26127.67677,434,8352,1,1,549.839,529.752,399.882,395.034,0.00187666,0.00349694
26187.87879,435,8353,1,1,556.263,506.763,399.007,396.11,0.00393569,0.00403012
26248.08081,436,8354,1,1,551.39,476.143,374.32,391.544,0.0062801,0.00493712
26308.28283,437,8355,1,1,529.308,500.1,427.059,372.014,0.00199143,0.00563593
26368.48485,438,8356,1,1,519.838,478.368,405.535,335.3,0.00289445,0.0132187
26428.68687,439,8357,1,1,520.482,454.478,408.107,334.012,0.00446629,0.0103891
26488.88889,440,8358,1,1,525.473,448.285,411.884,342.304,0.00340063,0.00664086
26549.09091,441,8359,1,1,525.306,446.221,416.269,349.795,0.00273273,0.00531256
26609.29293,442,8360,1,1,527.702,447.63,414.754,356.655,0.00212442,0.00396725
26669.49495,443,8361,1,1,526.494,452.614,417.995,371.081,0.00191004,0.00285025
26729.69697,444,8362,1,1,527.912,453.144,420.564,383.284,0.00217546,0.00420522
26789.89899,445,8363,1,1,529.349,451.293,424.402,385.548,0.00226549,0.00501478
26850.10101,446,8364,1,1,532.816,442.782,426.759,392.023,0.00276547,0.00589078
26910.30303,447,8365,1,1,545.455,427.288,424.938,389.854,0.00501372,0.00794069
26970.50505,448,8366,1,1,560.517,403.414,429.839,371.963,0.0103707,0.0134276
27030.70707,449,8367,1,1,583.036,379.81,442.436,351.529,0.0152934,0.0183914
27090.90909,450,8368,1,1,636.711,365.422,457.417,338.181,0.0179671,0.0163289
27151.11111,451,8369,1,1,716.527,355.333,0,0,0.0206299,1.02762
27211.31313,452,8370,1,1,0,0,535.006,320.831,1.02762,0.0219263
27271.51515,453,8371,1,1,0,0,0,0,1.02762,1.02762
27331.71717,454,8372,1,1,0,0,556.699,382.203,1.02762,0.0054169
27391.91919,455,8373,1,1,0,0,0,0,1.02762,1.02762
27452.12121,456,8374,1,1,0,0,0,0,1.02762,1.02762
27512.32323,457,8375,1,1,0,0,0,0,1.02762,1.02762
27572.52525,458,8376,1,1,0,0,648.322,393.748,1.02762,0.00560557
27632.72727,459,8377,1,1,880.055,371.47,0,0,0.00434747,1.02762
27692.92929,460,8378,1,1,0,0,717.337,371.423,1.02762,0.0071558
27753.13131,461,8379,1,1,841.483,328.553,0,0,0.00925185,1.02762
27813.33333,462,8380,1,1,839.946,339.259,0,0,0.00485533,1.02762
27873.53535,463,8381,1,1,842.511,342.323,0,0,0.0041964,1.02762
27933.73737,464,8382,1,1,846.461,347.365,0,0,0.00338881,1.02762
27993.93939,465,8383,1,1,851.509,354.367,0,0,0.00310888,1.02762
28054.14141,466,8384,1,1,854.99,356.61,0,0,0.00287586,1.02762
28114.34343,467,8385,1,1,0,0,695.888,370.124,1.02762,0.00370898
28174.54545,468,8386,1,1,864.834,365.737,692.763,368.053,0.00254552,0.00344248
28234.74747,469,8387,1,1,0,0,693.249,366.157,1.02762,0.00320269
28294.94949,470,8388,1,1,871.207,376.852,0,0,0.00294425,1.02762
28355.15152,471,8389,1,1,0,0,701.919,359.888,1.02762,0.00329249
28415.35354,472,8390,1,1,0,0,710.698,367.564,1.02762,0.00196726
28475.55556,473,8391,1,1,891.299,391.978,0,0,0.00369052,1.02762
28535.75758,474,8392,1,1,903.006,397.505,738.684,364.902,0.00398829,0.001957
28595.9596,475,8393,1,1,921.956,399.693,787.788,375.546,0.00482905,0.00215819
28656.16162,476,8394,1,1,940.775,414.839,783.304,366.894,0.00317857,0.00326823
28716.36364,477,8395,1,1,975.661,420.898,796.468,379.227,0.00274245,0.00167284
28776.56566,478,8396,1,1,965.615,409.26,828.89,384.39,0.00440143,0.00163075
28836.76768,479,8397,1,1,973.75,411.958,847.773,396.069,0.00472378,0.000786062
28896.9697,480,8398,1,1,976.985,412.054,847.146,370.37,0.00423774,0.00329917
28957.17172,481,8399,1,1,977.845,412.691,852.117,371.555,0.00409817,0.00353092
29017.37374,482,8400,1,1,976.933,411.44,853.43,371.602,0.00406402,0.0035068
29077.57576,483,8401,1,1,977.606,411.615,852.105,370.918,0.00409646,0.00380712
29137.77778,484,8402,1,1,973.976,409.812,848.942,363.85,0.00505339,0.00643021
29197.9798,485,8403,1,1,972.951,402.209,840.335,357.096,0.00657703,0.00941004
29258.18182,486,8404,1,1,974.088,385.252,831.567,364.525,0.0128466,0.00145451
29318.38384,487,8405,1,1,967.803,368.419,791.979,338.346,0.0208247,0.0205129
29378.58586,488,8406,1,1,941.2,341.492,760.082,326.575,0.0371934,0.0558313
29438.78788,489,8407,1,1,910.979,345.721,711.264,309.987,0.0361179,0.0375302
29498.9899,490,8408,1,1,845.013,360.807,655.19,315.69,0.028333,0.0145078
29559.19192,491,8409,1,1,794.75,364.11,610.501,312.682,0.0244303,0.0139532
29619.39394,492,8410,1,1,813.359,334.382,512.147,332.966,0.000380593,0.0112512
29679.59596,493,8411,1,1,715.864,347.809,484.699,333.389,0.0293757,0.0121604
29739.79798,494,8412,1,1,673.742,372.068,444.16,334.391,0.000958941,0.00871182
29800,495,8413,1,1,649.153,367.261,429.001,335.432,4.58E-06,0.00842783
